Sr. No.,Remitter Bank,Total Volume,Approved%,BD%,TD%,Year,Month,Remitter Bank Clean,Bank_Type,TD_Percent,BD_Percent,Approved_Percent
5,Axis Bank Ltd.,41102,0.9534,0.0452,0.0014,2025,february,axis bank ltd.,Other/Cooperative,0.13999999999999999,4.52,95.34
6,Punjab National Bank,32882,0.946,0.0537,0.0002,2025,february,punjab national bank,Public Sector,0.02,5.37,94.6
7,Union Bank of India,25374,0.9475,0.0523,0.0002,2025,february,union bank of india,Public Sector,0.02,5.2299999999999995,94.75
8,Kotak Mahindra Bank,22345,0.9317,0.0682,0.0001,2025,february,kotak mahindra bank,Private Sector,0.01,6.819999999999999,93.17
9,Bank of India,22154,0.9531,0.0467999999999999,0.0001,2025,february,bank of india,Public Sector,0.01,4.67999999999999,95.30999999999999
10,Canara Bank,18279,0.9412,0.0584999999999999,0.0003,2025,february,canara bank,Public Sector,0.03,5.84999999999999,94.12
11,Central Bank Of India,9285,0.9477,0.0521,0.0002,2025,february,central bank of india,Public Sector,0.02,5.21,94.77
12,IDBI Bank Limited,8800,0.984,0.016,0.0,2025,february,idbi bank limited,Public Sector,0.0,1.6,98.4
13,IDFC FIRST Bank,7762,0.9429,0.0569,0.0001,2025,february,idfc first bank,Private Sector,0.01,5.6899999999999995,94.28999999999999
14,Indian Bank,7704,0.9367,0.0632,0.0001,2025,february,indian bank,Public Sector,0.01,6.32,93.67
15,INDUSIND BANK,7187,0.9343,0.0509,0.0147,2025,february,indusind bank,Private Sector,1.47,5.09,93.43
16,Yes Bank Ltd,7003,0.9317,0.0678,0.0004,2025,february,yes bank ltd,Other/Cooperative,0.04,6.78,93.17
17,AU small Finance Bank,5686,0.9195,0.0805,0.0,2025,february,au small finance bank,Other/Cooperative,0.0,8.05,91.95
18,UCO Bank,5032,0.9207,0.0793,0.0,2025,february,uco bank,Public Sector,0.0,7.93,92.07
19,Bank of Maharashtra,4089,0.9428,0.0572,0.0,2025,february,bank of maharashtra,Public Sector,0.0,5.72,94.28
20,Indian Overseas Bank,3858,0.9412,0.0588,0.0,2025,february,indian overseas bank,Public Sector,0.0,5.88,94.12
21,Federal Bank,3451,0.9021,0.0979,0.0,2025,february,federal bank,Private Sector,0.0,9.790000000000001,90.21000000000001
22,Karnataka Bank,2299,0.9256,0.0744,0.0,2025,february,karnataka bank,Private Sector,0.0,7.4399999999999995,92.56
23,Bandhan Bank,2279,0.9052,0.0948,0.0,2025,february,bandhan bank,Private Sector,0.0,9.48,90.52
24,The Mehsana Urban Co-Operative Bank Ltd.,2082,0.9664,0.0336,0.0,2025,february,the mehsana urban co-operative bank ltd.,Other/Cooperative,0.0,3.36,96.64
25,Rajkot Nagrik Sahakari Bank Ltd.,1785,0.9731,0.0263,0.0006,2025,february,rajkot nagrik sahakari bank ltd.,Other/Cooperative,0.06,2.63,97.31
26,Standard Chartered,1606,0.9539,0.0461,0.0,2025,february,standard chartered,Private Sector,0.0,4.61,95.39
27,South Indian Bank,1336,0.9222,0.0778,0.0,2025,february,south indian bank,Private Sector,0.0,7.779999999999999,92.22
28,Saraswat Bank,1322,0.9486,0.0499,0.0015,2025,february,saraswat bank,Other/Cooperative,0.15,4.99,94.86
29,Equitas Small Finance Bank,1318,0.8217,0.0956,0.0827,2025,february,equitas small finance bank,Other/Cooperative,8.27,9.56,82.17
30,Karur Vysya Bank,1193,0.8843000000000001,0.1157,0.0,2025,february,karur vysya bank,Private Sector,0.0,11.57,88.43
31,Punjab and Sind Bank,1078,0.9434,0.0566,0.0,2025,february,punjab and sind bank,Public Sector,0.0,5.66,94.34
32,City Union Bank,838,0.9177,0.0823,0.0,2025,february,city union bank,Private Sector,0.0,8.23,91.77
33,The Kalupur Commercial Co-operative Bank Ltd,817,0.9621,0.0379,0.0,2025,february,the kalupur commercial co-operative bank ltd,Other/Cooperative,0.0,3.7900000000000005,96.21
34,Tamilnad Mercantile Bank,809,0.9419,0.0581,0.0,2025,february,tamilnad mercantile bank,Other/Cooperative,0.0,5.81,94.19
35,DCB Bank Ltd,738,0.9566,0.042,0.0014,2025,february,dcb bank ltd,Other/Cooperative,0.13999999999999999,4.2,95.66
36,RBL Ltd,680,0.9044,0.0941,0.0015,2025,february,rbl ltd,Other/Cooperative,0.15,9.41,90.44
37,HSBC,606,0.9257,0.0197999999999999,0.0545,2025,february,hsbc,Other/Cooperative,5.45,1.9799999999999902,92.57
38,DBS Bank India Limited,562,0.9893,0.0107,0.0,2025,february,dbs bank india limited,Other/Cooperative,0.0,1.0699999999999998,98.92999999999999
39,Jammu and Kashmir Bank,499,0.9058,0.0942,0.0,2025,february,jammu and kashmir bank,Other/Cooperative,0.0,9.42,90.58
40,Utkarsh Small Finance Bank Ltd,488,0.9447,0.0123,0.043,2025,february,utkarsh small finance bank ltd,Other/Cooperative,4.3,1.23,94.47
41,Surat People Cooperative Bank,463,0.9352,0.0648,0.0,2025,february,surat people cooperative bank,Other/Cooperative,0.0,6.4799999999999995,93.52000000000001
42,Svc co-operative bank ltd,349,0.9599,0.0401,0.0,2025,february,svc co-operative bank ltd,Other/Cooperative,0.0,4.01,95.99
43,TJSB Sahakari Bank Ltd,268,0.9515,0.0484999999999999,0.0,2025,february,tjsb sahakari bank ltd,Other/Cooperative,0.0,4.84999999999999,95.15
44,The Ahmedabad Mercantile Co- op. Bank Ltd,163,0.9877,0.0123,0.0,2025,february,the ahmedabad mercantile co- op. bank ltd,Other/Cooperative,0.0,1.23,98.77
45,Dhanlaxmi Bank Ltd,142,0.9155,0.0845,0.0,2025,february,dhanlaxmi bank ltd,Other/Cooperative,0.0,8.450000000000001,91.55
46,CSB Bank Ltd,141,0.9291,0.0709,0.0,2025,february,csb bank ltd,Other/Cooperative,0.0,7.090000000000001,92.91
47,Janata Sahakari Bank Ltd. Pune,107,0.9346,0.0654,0.0,2025,february,janata sahakari bank ltd. pune,Other/Cooperative,0.0,6.54,93.46
48,Nutan Nagrik Sahakari Bank,90,0.9667,0.0333,0.0,2025,february,nutan nagrik sahakari bank,Other/Cooperative,0.0,3.3300000000000005,96.67
49,GP PARSIK BANK,50,0.96,0.04,0.0,2025,february,gp parsik bank,Other/Cooperative,0.0,4.0,96.0
50,Jana Small Finance Bank,31,0.9677,0.0323,0.0,2025,february,jana small finance bank,Other/Cooperative,0.0,3.2300000000000004,96.77
51,Deutsche Bank,30,0.9667,0.0,0.0333,2025,february,deutsche bank,Other/Cooperative,3.3300000000000005,0.0,96.67
2,Bank of Baroda,491617,0.9324,0.0675,0.0001,2025,may,bank of baroda,Public Sector,0.01,6.75,93.24
3,HDFC BANK LTD,296973,0.9493,0.0215,0.0292,2025,may,hdfc bank ltd,Other/Cooperative,2.92,2.15,94.93
4,Axis Bank Ltd.,291969,0.963,0.0366999999999999,0.0003,2025,may,axis bank ltd.,Other/Cooperative,0.03,3.66999999999999,96.3
5,ICICI Bank,259822,0.9577,0.0414,0.0009,2025,may,icici bank,Private Sector,0.09,4.14,95.77
6,Punjab National Bank,257215,0.9585,0.0412999999999999,0.0002,2025,may,punjab national bank,Public Sector,0.02,4.12999999999999,95.85000000000001
7,Bank of India,197226,0.9624,0.0375,0.0,2025,may,bank of india,Public Sector,0.0,3.75,96.24000000000001
8,Union Bank of India,192753,0.9598,0.0402,0.0,2025,may,union bank of india,Public Sector,0.0,4.02,95.98
9,Kotak Mahindra Bank,168172,0.948,0.052,0.0,2025,may,kotak mahindra bank,Private Sector,0.0,5.2,94.8
10,Canara Bank,125772,0.9556,0.0444,0.0,2025,may,canara bank,Public Sector,0.0,4.44,95.56
11,Central Bank Of India,83709,0.9005,0.0988,0.0008,2025,may,central bank of india,Public Sector,0.08,9.879999999999999,90.05
12,IDBI Bank Limited,65795,0.9871,0.0129,0.0,2025,may,idbi bank limited,Public Sector,0.0,1.29,98.71
13,Indian Bank,57883,0.9495,0.0504,0.0001,2025,may,indian bank,Public Sector,0.01,5.04,94.95
14,IDFC FIRST Bank,51733,0.9503,0.0496,0.0001,2025,may,idfc first bank,Private Sector,0.01,4.96,95.03
15,INDUSIND BANK,48405,0.9552,0.0426,0.0022,2025,may,indusind bank,Private Sector,0.22,4.26,95.52000000000001
16,UCO Bank,45372,0.9281,0.0718,0.0001,2025,may,uco bank,Public Sector,0.01,7.180000000000001,92.81
17,Yes Bank Ltd,42724,0.9365,0.0634,0.0,2025,may,yes bank ltd,Other/Cooperative,0.0,6.34,93.65
18,AU small Finance Bank,34856,0.9532,0.0467,0.0,2025,may,au small finance bank,Other/Cooperative,0.0,4.67,95.32000000000001
19,Bank of Maharashtra,31702,0.9552,0.0447,0.0,2025,may,bank of maharashtra,Public Sector,0.0,4.47,95.52000000000001
20,Indian Overseas Bank,26906,0.9573,0.0426999999999999,0.0,2025,may,indian overseas bank,Public Sector,0.0,4.26999999999999,95.73
21,The Mehsana Urban Co-Operative Bank Ltd.,23931,0.9687,0.0313,0.0,2025,may,the mehsana urban co-operative bank ltd.,Other/Cooperative,0.0,3.1300000000000003,96.87
22,Rajkot Nagrik Sahakari Bank Ltd.,21876,0.9665,0.0335,0.0,2025,may,rajkot nagrik sahakari bank ltd.,Other/Cooperative,0.0,3.35,96.65
23,Federal Bank,21077,0.9316,0.0684,0.0,2025,may,federal bank,Private Sector,0.0,6.84,93.16
24,Bandhan Bank,17667,0.9236,0.0764,0.0,2025,may,bandhan bank,Private Sector,0.0,7.64,92.36
25,Karnataka Bank,11635,0.9336,0.0664,0.0,2025,may,karnataka bank,Private Sector,0.0,6.64,93.36
26,Saraswat Bank,9620,0.9565,0.0425,0.0009,2025,may,saraswat bank,Other/Cooperative,0.09,4.25,95.65
27,The Kalupur Commercial Co-operative Bank Ltd,8303,0.9593,0.0371,0.0036,2025,may,the kalupur commercial co-operative bank ltd,Other/Cooperative,0.36,3.71,95.93
28,Punjab and Sind Bank,8027,0.9493,0.0507,0.0,2025,may,punjab and sind bank,Public Sector,0.0,5.07,94.93
29,Equitas Small Finance Bank,7815,0.7437999999999999,0.063,0.1932,2025,may,equitas small finance bank,Other/Cooperative,19.32,6.3,74.38
30,Standard Chartered,7483,0.9649,0.035,0.0001,2025,may,standard chartered,Private Sector,0.01,3.5000000000000004,96.49
31,South Indian Bank,6035,0.9274,0.0726,0.0,2025,may,south indian bank,Private Sector,0.0,7.26,92.74
32,DCB Bank Ltd,5843,0.9588,0.0411,0.0002,2025,may,dcb bank ltd,Other/Cooperative,0.02,4.109999999999999,95.88
33,Karur Vysya Bank,5583,0.9029,0.0971,0.0,2025,may,karur vysya bank,Private Sector,0.0,9.71,90.29
34,Tamilnad Mercantile Bank,4599,0.945,0.055,0.0,2025,may,tamilnad mercantile bank,Other/Cooperative,0.0,5.5,94.5
35,RBL Ltd,4332,0.9077,0.0919,0.0005,2025,may,rbl ltd,Other/Cooperative,0.05,9.19,90.77
36,Utkarsh Small Finance Bank Ltd,4034,0.9492,0.0206,0.0302,2025,may,utkarsh small finance bank ltd,Other/Cooperative,3.02,2.06,94.92
37,Surat People Cooperative Bank,3807,0.9504,0.0496,0.0,2025,may,surat people cooperative bank,Other/Cooperative,0.0,4.96,95.04
38,City Union Bank,3647,0.9262,0.0721,0.0016,2025,may,city union bank,Private Sector,0.16,7.21,92.62
39,DBS Bank India Limited,3446,0.9898,0.0102,0.0,2025,may,dbs bank india limited,Other/Cooperative,0.0,1.02,98.98
40,HSBC,3178,0.9638,0.0085,0.0277,2025,may,hsbc,Other/Cooperative,2.77,0.8500000000000001,96.38
41,Jammu and Kashmir Bank,2392,0.9758,0.0242,0.0,2025,may,jammu and kashmir bank,Other/Cooperative,0.0,2.42,97.58
42,Svc co-operative bank ltd,2223,0.9555,0.0405,0.004,2025,may,svc co-operative bank ltd,Other/Cooperative,0.4,4.05,95.55
43,TJSB Sahakari Bank Ltd,1761,0.9574,0.0426,0.0,2025,may,tjsb sahakari bank ltd,Other/Cooperative,0.0,4.26,95.74000000000001
44,The Ahmedabad Mercantile Co- op. Bank Ltd,1749,0.9897,0.0103,0.0,2025,may,the ahmedabad mercantile co- op. bank ltd,Other/Cooperative,0.0,1.03,98.97
45,Nutan Nagrik Sahakari Bank,771,0.9663,0.0324,0.0013,2025,may,nutan nagrik sahakari bank,Other/Cooperative,0.13,3.2399999999999998,96.63000000000001
46,Dhanlaxmi Bank Ltd,769,0.935,0.065,0.0,2025,may,dhanlaxmi bank ltd,Other/Cooperative,0.0,6.5,93.5
47,Janata Sahakari Bank Ltd. Pune,747,0.921,0.079,0.0,2025,may,janata sahakari bank ltd. pune,Other/Cooperative,0.0,7.9,92.10000000000001
48,CSB Bank Ltd,617,0.9562,0.0438,0.0,2025,may,csb bank ltd,Other/Cooperative,0.0,4.38,95.62
49,GP PARSIK BANK,380,0.9711,0.0289,0.0,2025,may,gp parsik bank,Other/Cooperative,0.0,2.8899999999999997,97.11
50,Jana Small Finance Bank,335,0.7672,0.2328,0.0,2025,may,jana small finance bank,Other/Cooperative,0.0,23.28,76.72
51,Deutsche Bank,79,0.9241,0.0,0.0759,2025,may,deutsche bank,Other/Cooperative,7.59,0.0,92.41
100.00%,State Bank Of India,1310846,0.9487,0.0513,0.0,2025,may,state bank of india,Public Sector,0.0,5.13,94.87
1,State Bank of India,3777485,0.9556,0.0444,0.0,2025,november,state bank of india,Public Sector,0.0,4.44,95.56
2,HDFC Bank Ltd.,2012055,0.962,0.0124,0.0256,2025,november,hdfc bank ltd.,Other/Cooperative,2.56,1.24,96.2
3,Bank of Baroda,1271848,0.9301,0.0635,0.0064,2025,november,bank of baroda,Public Sector,0.64,6.35,93.01
4,ICICI Bank Ltd.,983091,0.9518,0.0477,0.0005,2025,november,icici bank ltd.,Other/Cooperative,0.05,4.77,95.17999999999999
5,Axis Bank Ltd.,828756,0.9665,0.0334,0.0002,2025,november,axis bank ltd.,Other/Cooperative,0.02,3.34,96.65
6,Punjab National Bank,669638,0.9536,0.0415,0.0049,2025,november,punjab national bank,Public Sector,0.49,4.15,95.36
7,Union Bank of India,560586,0.9621,0.0379,0.0,2025,november,union bank of india,Public Sector,0.0,3.7900000000000005,96.21
8,Kotak Mahindra Bank,518335,0.9538,0.0462,0.0,2025,november,kotak mahindra bank,Private Sector,0.0,4.62,95.38
9,Bank Of India,506164,0.9643,0.0356999999999999,0.0,2025,november,bank of india,Public Sector,0.0,3.5699999999999896,96.43
10,Canara Bank,360225,0.9572,0.0428,0.0,2025,november,canara bank,Public Sector,0.0,4.279999999999999,95.72
11,Central Bank of India,216065,0.95,0.0499,0.0001,2025,november,central bank of india,Public Sector,0.01,4.99,95.0
12,Indian Bank,167688,0.9485,0.0513999999999999,0.0001,2025,november,indian bank,Public Sector,0.01,5.13999999999999,94.85
13,IDBI Bank Ltd.,163602,0.9883,0.0116999999999999,0.0,2025,november,idbi bank ltd.,Other/Cooperative,0.0,1.16999999999999,98.83
14,IDFC Bank Ltd.,132537,0.9514,0.0484999999999999,0.0001,2025,november,idfc bank ltd.,Other/Cooperative,0.01,4.84999999999999,95.14
15,Indusind Bank Ltd.,125963,0.9596,0.0395999999999999,0.0008,2025,november,indusind bank ltd.,Other/Cooperative,0.08,3.9599999999999898,95.96000000000001
16,UCO Bank,123861,0.8634000000000001,0.1366,0.0,2025,november,uco bank,Public Sector,0.0,13.66,86.34
17,Yes Bank Ltd.,105776,0.8909,0.1091,0.0,2025,november,yes bank ltd.,Other/Cooperative,0.0,10.91,89.09
18,Bank of Maharashtra,101542,0.9581,0.0419,0.0,2025,november,bank of maharashtra,Public Sector,0.0,4.19,95.81
19,AU Small Finance Bank,80683,0.9547,0.0453,0.0,2025,november,au small finance bank,Other/Cooperative,0.0,4.53,95.47
20,Indian Overseas Bank,77060,0.9506,0.0494,0.0,2025,november,indian overseas bank,Public Sector,0.0,4.9399999999999995,95.06
21,Mehsana Urban Co-operative Bank,62438,0.9696,0.0304,0.0,2025,november,mehsana urban co-operative bank,Other/Cooperative,0.0,3.04,96.96000000000001
22,Federal Bank Ltd.,61327,0.9327,0.0673,0.0,2025,november,federal bank ltd.,Other/Cooperative,0.0,6.7299999999999995,93.27
23,Rajkot Nagarik Sahakari Bank Ltd,48075,0.97,0.03,0.0,2025,november,rajkot nagarik sahakari bank ltd,Other/Cooperative,0.0,3.0,97.0
24,Bandhan Bank limited,42896,0.9352,0.0648,0.0,2025,november,bandhan bank limited,Other/Cooperative,0.0,6.4799999999999995,93.52000000000001
25,Karnataka Bank,35485,0.9468,0.0530999999999999,0.0,2025,november,karnataka bank,Private Sector,0.0,5.30999999999999,94.67999999999999
26,Saraswat Co-operative Bank,26958,0.9826,0.0155,0.0019,2025,november,saraswat co-operative bank,Other/Cooperative,0.19,1.55,98.26
27,The Kalupur Commercial Co-Op Bank Ltd,21697,0.968,0.0318,0.0002,2025,november,the kalupur commercial co-op bank ltd,Other/Cooperative,0.02,3.18,96.8
28,Punjab and Sind Bank,21664,0.9513,0.0472,0.0015,2025,november,punjab and sind bank,Public Sector,0.15,4.72,95.13000000000001
29,Standard Chartered Bank,20541,0.964,0.036,0.0,2025,november,standard chartered bank,Other/Cooperative,0.0,3.5999999999999996,96.39999999999999
30,Karur Vysya Bank,18083,0.9148,0.0852,0.0,2025,november,karur vysya bank,Private Sector,0.0,8.52,91.47999999999999
31,Equitas Small Finance Bank,16613,0.8476,0.0613,0.0911,2025,november,equitas small finance bank,Other/Cooperative,9.11,6.13,84.76
32,The South Indian Bank Limited,16463,0.9369,0.0631,0.0,2025,november,the south indian bank limited,Other/Cooperative,0.0,6.3100000000000005,93.69
33,DCB Bank Ltd,14009,0.9638,0.0362,0.0,2025,november,dcb bank ltd,Other/Cooperative,0.0,3.62,96.38
34,Tamilnad Mercantile Bank Limited,12886,0.9562,0.0438,0.0,2025,november,tamilnad mercantile bank limited,Other/Cooperative,0.0,4.38,95.62
35,HSBC Bank,11671,0.9384,0.0206,0.0409999999999999,2025,november,hsbc bank,Other/Cooperative,4.09999999999999,2.06,93.84
36,City Union Bank,11455,0.9422,0.0573,0.0005,2025,november,city union bank,Private Sector,0.05,5.7299999999999995,94.22
37,DBS Bank India Limited,10349,0.9895,0.0105,0.0,2025,november,dbs bank india limited,Other/Cooperative,0.0,1.05,98.95
38,RBL Bank Ltd.,9839,0.9163,0.0806,0.0032,2025,november,rbl bank ltd.,Other/Cooperative,0.32,8.06,91.63
39,Utkarsh Small Finance Bank Limited,7900,0.9423,0.0243,0.0334,2025,november,utkarsh small finance bank limited,Other/Cooperative,3.34,2.4299999999999997,94.23
40,The Jammu & Kashmir Bank Limited,7622,0.9826,0.0173,0.0001,2025,november,the jammu & kashmir bank limited,Other/Cooperative,0.01,1.73,98.26
41,The Shamrao Vithal Cooperative Bank Ltd,6556,0.973,0.0265,0.0005,2025,november,the shamrao vithal cooperative bank ltd,Other/Cooperative,0.05,2.65,97.3
42,The Surat Peoples Coop Bank Ltd,6386,0.9618,0.0382,0.0,2025,november,the surat peoples coop bank ltd,Other/Cooperative,0.0,3.82,96.17999999999999
43,TJSB Sahakari Bank Limited,5585,0.9124,0.0876,0.0,2025,november,tjsb sahakari bank limited,Other/Cooperative,0.0,8.76,91.24
44,The Ahmedabad Mercantile Cooperative Bank Ltd,4245,0.9922,0.0078,0.0,2025,november,the ahmedabad mercantile cooperative bank ltd,Other/Cooperative,0.0,0.7799999999999999,99.22
45,Dhanalakshmi Bank,2123,0.9204,0.0796,0.0,2025,november,dhanalakshmi bank,Other/Cooperative,0.0,7.960000000000001,92.04
46,Nutan Nagarik Sahakari Bank Ltd.,2071,0.9686,0.0304,0.001,2025,november,nutan nagarik sahakari bank ltd.,Other/Cooperative,0.1,3.04,96.86
47,Janata Sahakari Bank,1981,0.9308,0.0692,0.0,2025,november,janata sahakari bank,Other/Cooperative,0.0,6.92,93.08
48,CSB Bank Limited,1739,0.9557,0.0443,0.0,2025,november,csb bank limited,Other/Cooperative,0.0,4.43,95.57
49,Jana Small Finance Bank Ltd,1473,0.8262,0.0183,0.1555,2025,november,jana small finance bank ltd,Other/Cooperative,15.55,1.83,82.62
50,G P Parsik Sahakari Bank Ltd,747,0.0,1.0,0.0,2025,november,g p parsik sahakari bank ltd,Other/Cooperative,0.0,100.0,0.0
51,Capital Small Finance Bank Ltd.,313,0.9808,0.0192,0.0,2025,november,capital small finance bank ltd.,Other/Cooperative,0.0,1.92,98.08
52,Deutsche Bank Ltd.,281,0.9075,0.0141999999999999,0.0783,2025,november,deutsche bank ltd.,Other/Cooperative,7.829999999999999,1.41999999999999,90.75
1,State Bank Of India,72770,0.894,0.106,0.0,2025,april,state bank of india,Public Sector,0.0,10.6,89.4
2,HDFC BANK LTD,50243,0.9175,0.023,0.0595,2025,april,hdfc bank ltd,Other/Cooperative,5.949999999999999,2.3,91.75
3,ICICI Bank,23317,0.9254,0.0745,0.0,2025,april,icici bank,Private Sector,0.0,7.449999999999999,92.54
4,Axis Bank Ltd.,19498,0.9261,0.073,0.0009,2025,april,axis bank ltd.,Other/Cooperative,0.09,7.3,92.61
5,Bank of Baroda,16983,0.8953,0.1045,0.0002,2025,april,bank of baroda,Public Sector,0.02,10.45,89.53
6,Punjab National Bank,11075,0.9087,0.0893,0.002,2025,april,punjab national bank,Public Sector,0.2,8.93,90.86999999999999
7,Kotak Mahindra Bank,10328,0.8967,0.1033,0.0,2025,april,kotak mahindra bank,Private Sector,0.0,10.33,89.67
8,Union Bank of India,9527,0.911,0.089,0.0,2025,april,union bank of india,Public Sector,0.0,8.9,91.10000000000001
9,Canara Bank,8754,0.9116,0.0884,0.0,2025,april,canara bank,Public Sector,0.0,8.84,91.16
10,Bank of India,7288,0.9208,0.0792,0.0,2025,april,bank of india,Public Sector,0.0,7.920000000000001,92.08
11,Indian Bank,3584,0.8792,0.1208,0.0,2025,april,indian bank,Public Sector,0.0,12.08,87.92
12,Central Bank Of India,3459,0.8312,0.1687999999999999,0.0,2025,april,central bank of india,Public Sector,0.0,16.87999999999999,83.12
13,IDBI Bank Limited,3193,0.9818,0.0182,0.0,2025,april,idbi bank limited,Public Sector,0.0,1.82,98.18
14,IDFC FIRST Bank,3192,0.9164,0.083,0.0006,2025,april,idfc first bank,Private Sector,0.06,8.3,91.64
15,Federal Bank,2763,0.8603000000000001,0.1397,0.0,2025,april,federal bank,Private Sector,0.0,13.969999999999999,86.03
16,INDUSIND BANK,2667,0.9119,0.0874,0.0007,2025,april,indusind bank,Private Sector,0.06999999999999999,8.74,91.19
17,Yes Bank Ltd,2160,0.894,0.106,0.0,2025,april,yes bank ltd,Other/Cooperative,0.0,10.6,89.4
18,Bank of Maharashtra,1920,0.901,0.099,0.0,2025,april,bank of maharashtra,Public Sector,0.0,9.9,90.10000000000001
19,UCO Bank,1894,0.8564,0.1436,0.0,2025,april,uco bank,Public Sector,0.0,14.360000000000001,85.64
